Fragment_ID;Day;Sample_or_Control;429.1s : 205.143m/z;524.2s : 149.023m/z;524.2s : 223.096m/z;524.2s : 177.055m/z;542.6s : 241.086m/z;542.6s : 209.060m/z;586.1s : 214.162m/z;629.6s : 415.211m/z;689.3s : 291.195m/z;713.4s : 235.169m/z;750.8s : 161.096m/z;750.9s : 277.180m/z;773.8s : 301.141m/z;773.8s : 579.291m/z;773.9s : 279.159m/z;773.9s : 149.023m/z;773.9s : 205.086m/z;835.2s : 199.169m/z;908.9s : 229.216m/z;954.8s : 601.372m/z;954.8s : 657.434m/z;1003.5s : 297.278m/z;1005.0s : 257.247m/z;1005.0s : 239.237m/z;1014.4s : 284.294m/z;1045.4s : 225.257m/z;1057.6s : 363.274m/z;1057.7s : 345.263m/z;524.2s : 245.078m/z;603.8s : 249.133m/z;761.9s : 259.190m/z;761.9s : 185.117m/z;835.2s : 111.117m/z;1037.3s : 298.310m/z;954.7s : 674.461m/z;1004.9s : 395.220m/z;129.8s : 114.091m/z;860.0s : 377.326m/z;284.4s : 163.133m/z;718.2s : 249.185m/z;855.9s : 333.300m/z;567.7s : 113.060m/z;761.9s : 281.172m/z;936.6s : 475.296m/z;918.5s : 256.263m/z;37.7s : 141.959m/z;1050.6s : 756.524m/z;835.1s : 309.203m/z;429.1s : 227.125m/z;629.6s : 432.238m/z;942.1s : 282.279m/z;911.4s : 742.508m/z;542.6s : 263.068m/z;761.9s : 539.354m/z;571.8s : 327.008m/z;961.1s : 315.252m/z;773.8s : 223.096m/z;750.9s : 203.107m/z;773.6s : 873.409m/z;148.5s : 137.107m/z;773.7s : 889.381m/z;1017.5s : 283.263m/z;1024.8s : 310.310m/z;835.0s : 287.222m/z;569.6s : 323.146m/z;912.1s : 747.464m/z;586.0s : 173.136m/z;146.2s : 227.175m/z;284.6s : 430.243m/z;689.4s : 161.096m/z;689.4s : 203.107m/z;689.4s : 276.159m/z;716.6s : 309.206m/z;969.3s : 286.201m/z;1057.6s : 386.290m/z;906.1s : 321.173m/z;267.7s : 453.343m/z;1043.2s : 345.263m/z;689.4s : 197.081m/z;919.9s : 614.482m/z;922.3s : 526.430m/z;918.6s : 658.508m/z;917.2s : 702.534m/z;886.9s : 570.456m/z;1060.6s : 421.261m/z;857.9s : 540.424m/z;915.8s : 746.560m/z;886.1s : 614.483m/z;1057.2s : 501.247m/z;969.3s : 247.154m/z;914.4s : 790.586m/z;884.9s : 658.509m/z;887.6s : 526.430m/z;883.6s : 702.535m/z;918.7s : 641.482m/z;954.8s : 545.310m/z;1014.3s : 421.261m/z;689.5s : 309.206m/z;183.8s : 316.212m/z;882.4s : 746.561m/z;675.5s : 325.201m/z;924.0s : 568.455m/z;1057.7s : 725.539m/z;919.9s : 597.456m/z;921.1s : 553.430m/z;902.2s : 614.483m/z;917.3s : 685.508m/z;146.3s : 453.343m/z;887.9s : 482.404m/z;969.3s : 245.175m/z;901.2s : 658.509m/z;146.2s : 475.325m/z;538.9s : 373.185m/z;567.4s : 387.201m/z;567.4s : 404.227m/z;919.9s : 619.438m/z;903.2s : 570.457m/z;801.4s : 181.086m/z;801.4s : 107.049m/z;912.9s : 834.612m/z;917.2s : 707.488m/z;801.4s : 310.237m/z;923.1s : 482.404m/z;567.4s : 409.183m/z;586.9s : 423.198m/z;731.4s : 299.221m/z;587.0s : 418.243m/z;587.1s : 401.216m/z;688.2s : 147.065m/z;688.2s : 129.055m/z;887.0s : 509.404m/z;900.0s : 702.535m/z;918.6s : 663.464m/z;886.3s : 553.430m/z;881.3s : 790.587m/z;922.1s : 509.404m/z;921.2s : 575.412m/z;688.2s : 259.190m/z;264.3s : 245.138m/z;539.3s : 390.212m/z;885.8s : 597.456m/z;884.9s : 641.482m/z;922.9s : 465.378m/z;565.6s : 343.295m/z;795.9s : 445.279m/z;811.7s : 459.295m/z;688.4s : 281.172m/z;898.9s : 746.561m/z;916.0s : 729.534m/z;922.3s : 531.386m/z;485.4s : 158.154m/z;434.3s : 387.201m/z;796.0s : 467.261m/z;470.5s : 445.243m/z;294.9s : 259.154m/z;884.0s : 685.508m/z;915.8s : 751.516m/z;904.0s : 526.430m/z;923.1s : 487.360m/z;346.3s : 184.115m/z;961.0s : 337.234m/z;887.3s : 465.378m/z;796.1s : 462.305m/z;539.8s : 395.167m/z;448.1s : 431.227m/z;923.6s : 438.378m/z;233.2s : 172.133m/z;886.1s : 619.438m/z;495.3s : 387.201m/z;524.3s : 401.217m/z;1005.1s : 109.101m/z;923.5s : 443.334m/z;954.9s : 679.416m/z;921.3s : 570.456m/z;408.0s : 373.185m/z;801.4s : 149.060m/z;883.0s : 729.535m/z;888.3s : 438.378m/z;773.8s : 613.231m/z;904.5s : 482.404m/z;911.3s : 878.638m/z;887.0s : 575.412m/z;923.1s : 421.352m/z;602.4s : 341.196m/z;884.8s : 663.464m/z;284.4s : 107.070m/z;897.8s : 790.587m/z;689.5s : 332.222m/z;440.0s : 214.180m/z;887.4s : 421.352m/z;936.8s : 283.263m/z;731.7s : 339.214m/z;811.8s : 481.276m/z;880.3s : 834.613m/z;494.0s : 422.238m/z;954.9s : 639.424m/z;912.5s : 675.445m/z;888.6s : 443.334m/z;558.4s : 573.290m/z;902.2s : 597.456m/z;447.6s : 226.180m/z;961.2s : 213.148m/z;954.7s : 713.355m/z;855.3s : 355.282m/z;267.6s : 475.325m/z;888.0s : 487.360m/z;872.8s : 597.456m/z;886.3s : 377.326m/z;773.6s : 891.382m/z;447.6s : 244.191m/z;901.2s : 641.482m/z;773.8s : 890.384m/z;629.5s : 119.086m/z;629.4s : 846.440m/z;586.1s : 345.263m/z;753.5s : 247.154m/z;887.6s : 531.386m/z;487.9s : 459.258m/z;471.5s : 480.280m/z;500.9s : 228.196m/z;900.1s : 685.508m/z;883.3s : 707.490m/z;961.0s : 360.310m/z;45.1s : 132.102m/z;811.9s : 476.321m/z;666.0s : 371.326m/z;870.9s : 685.508m/z;523.9s : 499.105m/z;1057.7s : 517.391m/z;903.3s : 553.430m/z;761.9s : 129.055m/z;914.7s : 773.560m/z;796.1s : 187.097m/z;922.8s : 377.326m/z;491.2s : 179.143m/z;1057.6s : 251.127m/z;914.3s : 795.542m/z;621.4s : 288.289m/z;871.8s : 641.482m/z;881.9s : 773.560m/z;744.7s : 331.248m/z;731.6s : 317.232m/z;494.0s : 427.193m/z;471.7s : 485.235m/z;845.1s : 440.409m/z;872.2s : 658.509m/z;869.4s : 746.561m/z;912.0s : 861.612m/z;688.4s : 241.180m/z;789.6s : 285.170m/z;567.6s : 221.064m/z;288.1s : 201.112m/z;324.7s : 143.070m/z;522.0s : 436.253m/z;773.9s : 306.119m/z;869.7s : 729.534m/z;855.4s : 403.232m/z;731.6s : 655.438m/z;812.3s : 273.206m/z;493.9s : 405.212m/z;576.7s : 587.305m/z;842.4s : 358.368m/z;542.9s : 667.183m/z;806.4s : 284.331m/z;922.4s : 554.461m/z;923.3s : 510.435m/z;517.4s : 419.227m/z;812.2s : 161.081m/z;913.2s : 817.586m/z;910.1s : 438.378m/z;907.5s : 706.451m/z;540.6s : 400.145m/z;1079.8s : 747.464m/z;447.8s : 466.264m/z;64.6s : 141.959m/z;853.8s : 289.273m/z;750.7s : 221.117m/z;524.1s : 467.167m/z;750.7s : 186.567m/z;37.0s : 172.977m/z;57.6s : 158.961m/z;73.4s : 186.956m/z;271.7s : 159.065m/z;502.0s : 225.149m/z;750.8s : 233.190m/z;1045.1s : 155.179m/z;689.4s : 253.143m/z;284.4s : 185.115m/z;426.5s : 405.211m/z;872.0s : 438.378m/z;872.9s : 482.404m/z;872.9s : 526.430m/z;906.3s : 269.247m/z;712.6s : 304.300m/z;858.0s : 399.308m/z;909.3s : 211.205m/z;859.8s : 394.352m/z;961.2s : 651.478m/z;1068.0s : 574.310m/z;689.4s : 331.188m/z;229.6s : 432.280m/z;464.2s : 149.023m/z;229.6s : 415.254m/z;211.1s : 371.228m/z;563.1s : 194.117m/z;871.6s : 421.352m/z;872.7s : 443.334m/z;873.2s : 509.404m/z;452.3s : 419.227m/z;64.5s : 166.086m/z;872.8s : 553.430m/z;872.8s : 465.378m/z;549.4s : 329.174m/z;211.0s : 388.254m/z;246.0s : 459.280m/z;689.5s : 165.055m/z;604.0s : 267.144m/z;586.4s : 191.146m/z;1005.4s : 123.116m/z;896.8s : 834.613m/z;774.0s : 611.230m/z;1052.9s : 122.096m/z;882.1s : 751.516m/z;879.4s : 878.639m/z;1036.9s : 546.487m/z;422.1s : 179.070m/z;1064.0s : 312.325m/z;1070.4s : 765.476m/z;873.1s : 614.482m/z;233.2s : 155.107m/z;872.8s : 570.456m/z;1074.1s : 122.096m/z;867.6s : 790.587m/z;859.3s : 438.378m/z;1057.8s : 689.518m/z;408.3s : 329.174m/z;512.9s : 329.174m/z;290.9s : 360.216m/z
HcnMo_1;3;FALSE Sample;668713;304412;323950;1164376;299298;686928;529403;744998;2154567;405099;258045;223463;189951;163864;1127823;588216;843779;157109;149634;234046;259175;278766;577334;457673;174097;208389;362066;979717;169219;181439;204917;124585;95597;127413;198305;80426;191872;76597;341058;153604;78172;207537;84607;60374;106579;118235;32923;0;232723;56763;236601;54882;82751;0;0;0;0;120434;0;63889;0;99745;991184;0;0;0;187886;5406468;171775;339866;332208;605753;108016;251707;108559;94562;3669638;81724;84682;239965;241312;216604;177385;126358;49029;144609;136242;111430;40452;97069;98964;93689;124697;69350;105706;173490;45732;0;147953;50511;0;258133;235080;115439;125392;73619;83636;778212;94539;80494;65055;120163;272659;705622;188002;81956;79377;0;0;65713;58972;0;169726;137869;181284;450547;218539;341568;161313;104258;62778;51262;71881;62814;33443;114866;83502;131724;316706;72244;57820;46187;104936;369606;89938;106438;102030;36291;62217;72574;74339;280839;70458;164299;157076;35235;44875;75732;81530;104798;0;62983;70693;0;0;97689;0;35183;0;0;68132;82021;0;0;288316;0;23035;60281;0;55146;0;41852;79780;0;30283;150942;0;0;0;52574;67305;74002;54347;0;0;0;0;54622;0;0;0;0;0;54451;104256;47008;37442;50744;0;0;0;0;0;0;157348;0;39376;0;0;0;0;0;0;0;0;178759;0;0;0;32277;0;0;0;64480;0;0;0;115541;29975;0;0;0;0;0;52238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57590;0;0;0;0;0;0;0;0;0;0;0;0;0;57124;0;0;0;0;0;0;0;0;0;0;0;89793;85666;0;0;0;0;64631;49046;0;50441;0;0;0;0;0;0;0;0;52534;49794;47018;0;0;47248;53169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnMo_2;4;FALSE Sample;136079;238296;227626;843958;278144;645721;287801;822691;1902500;328309;197619;156897;222650;199091;1454468;839170;1101023;175547;104295;212499;230235;170179;375934;285460;142681;110629;250799;679816;148963;125951;499501;342519;111574;96601;187938;79169;75934;51111;154204;0;53311;169619;164966;45133;102938;102949;28529;72525;0;64314;96595;40383;0;0;159050;193464;0;0;0;0;0;0;0;0;0;0;112213;2606356;132829;327190;303824;548945;260342;142496;72829;74105;1193918;0;85568;41507;49506;0;0;0;48877;91705;0;0;40050;0;0;0;0;0;0;154227;48350;84047;123336;0;81791;80113;0;0;0;0;0;278566;0;0;0;53037;162156;352867;122910;0;0;0;0;0;0;69084;0;100679;95541;120221;116614;132611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101073;0;0;0;0;0;0;0;0;0;91385;0;0;0;0;0;130932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnMo_3;4;FALSE Sample;189080;299697;292371;1079390;345096;798021;470143;710009;2466673;403298;150679;118880;226666;230208;1813518;1036243;1354988;240267;120777;278666;304172;238218;481586;379739;83329;145131;457770;1312707;169959;198516;896693;643546;162142;115963;226649;80638;61486;60429;151485;106718;65801;191426;238994;43590;87292;77820;27901;93288;105592;57358;80431;37264;106156;96765;216586;231830;112297;0;115726;0;286450;0;0;75532;0;0;174697;1600054;128095;409481;401580;698149;265071;329196;141432;109466;548502;114291;102655;105404;93531;95761;84254;37575;105834;0;66563;33770;49666;124648;49063;0;0;0;0;197473;80417;118038;103217;0;145084;0;352248;40830;42848;0;32203;143404;0;114168;0;0;86921;208761;86501;0;0;99489;101492;0;0;101872;63507;72613;81223;86041;76554;0;0;0;0;0;0;0;0;38633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94117;0;0;0;0;0;0;0;0;107916;106213;0;0;0;0;0;0;0;0;0;0;0;0;112897;0;0;0;0;38489;0;0;0;0;113285;0;0;0;69780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92342;0;0;0;0;0;0;0;0;0;0;0;0;72695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnMo4;3;FALSE Sample;240520;257030;271831;969478;377735;830826;529708;460688;2512560;415563;152446;118607;213792;206904;1626951;856906;1222547;238165;128528;311439;327767;245329;503446;388884;164279;166112;519020;1480916;151817;218630;554602;365857;144821;110012;229776;80136;72753;69497;130258;118623;63880;227599;174630;40697;146281;0;32245;84021;0;0;207539;47906;95504;69541;0;291066;95764;0;0;0;0;0;0;0;0;0;184350;1759049;136975;392205;382183;701279;293924;379818;155233;116702;641539;125444;94695;242432;216101;215360;179014;137551;110649;114111;143528;125249;46695;150770;106436;108929;125842;84751;106217;215389;87926;121291;108022;65463;137623;239950;463208;118876;115989;79422;91442;167426;93284;121823;71781;0;267796;725414;193134;79682;81311;124080;116059;77319;61879;115350;144879;143692;183478;332950;210728;316011;110628;71628;64608;59222;70662;70692;46206;102614;79104;93314;100932;68653;65684;57963;85338;131007;52844;71698;0;48895;68507;70702;0;0;0;0;0;45988;48879;73149;70569;0;117000;64433;0;0;0;78773;113273;41140;133278;57102;0;67548;0;0;0;87323;32575;55078;0;52346;55631;43499;61967;127358;35030;0;33997;66592;101991;53876;0;0;0;29196;0;0;0;49979;0;34157;0;0;0;0;0;44371;45319;49775;201544;0;32078;0;0;0;160612;0;38806;0;0;0;0;29201;0;0;0;0;30157;0;147260;36414;0;38192;0;0;0;0;36459;0;38433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82168;0;0;0;0;0;0;66344;0;0;0;0;0;0;0;0;0;0;0;49547;46370;49603;0;0;0;0;0;0;0;0;87935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnPc_1;1;FALSE Sample;317373;392567;451073;1557254;436175;939562;500596;476033;2727453;483396;278881;264304;280161;330735;3056557;1557277;2169221;274157;166335;261337;284149;328685;548941;438416;156260;161877;428196;1295972;224980;204113;1321673;953989;184493;131337;160217;58828;109993;81317;234115;122521;84958;237276;325210;40085;217787;0;0;102551;168990;0;353792;92080;104000;151579;356201;140549;169189;136842;138109;113253;280314;76326;70661;0;0;56122;180367;432155;224775;400143;405021;727019;312949;333749;140769;119517;300339;107289;95608;87529;67688;86936;83124;126404;75182;235588;69965;126698;31698;132411;55181;115698;106874;100935;41237;179888;78734;120946;159034;82557;121522;235922;368268;43263;38949;75307;36150;0;56414;102263;71740;0;585532;1442181;278096;40653;71654;65250;61209;38964;37308;0;0;237463;255155;446356;270462;579630;200652;123857;74435;65337;42009;82792;65347;0;0;152986;553438;117147;80142;73055;0;213768;101831;146778;132783;59677;0;0;66583;135950;87504;368053;421134;65612;34205;54253;0;107873;81130;53453;69412;95644;215454;0;0;61204;170477;63093;65308;0;89007;80960;69552;0;50405;0;0;0;0;61884;0;0;57253;97692;45540;69557;0;0;71820;101454;74527;45953;73212;0;38261;0;42248;37350;448152;0;0;61562;0;44530;0;0;0;449441;34767;0;0;0;0;0;52877;79630;53800;0;32451;49663;0;0;0;107523;40707;0;0;35049;85441;0;0;0;0;0;0;0;49537;29900;66634;59753;59518;50545;0;0;0;0;0;0;0;0;0;0;0;28661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81436;82235;0;0;56166;88371;87163;0;58829;89924;0;0;0;0;0;0;0;0;66093;43677;0;0;0;0;62820;49157;0;0;0;0;0;0;0;32652;39636;0;41755;28247;34893;81301;67827;68983;0;0;0;0;35947;0;0;0;0;0
HcnPc_2;2;FALSE Sample;299247;355231;381206;1374692;392282;875930;489394;405968;2483924;437895;207502;171789;219428;235419;2094295;1118321;1563716;242994;132607;272810;297615;257939;530044;412064;89613;157744;447696;1263454;185290;186584;771430;522743;146012;110931;204733;63812;87238;64454;151139;110770;67474;264909;200261;44353;72503;108142;31370;79089;145052;0;93142;73330;95271;87884;172062;178286;122175;97378;110165;90221;258181;67485;0;66783;75801;0;178104;2546716;136202;402536;387275;686746;298434;340065;133870;108527;1068691;108558;98703;169111;131621;167863;152210;139629;85942;213513;122400;150704;36748;131594;94711;139710;118368;115780;73819;187044;81209;121621;120665;94077;114795;203837;370314;74755;72774;93928;65973;267516;69361;110948;86075;57203;313645;863572;216620;57463;84429;96374;92272;70632;49380;92659;80675;156098;198380;330823;245942;451188;125313;80540;64651;78030;51614;81495;71040;59242;51880;106767;258822;73804;85001;79620;45731;0;61096;105560;90455;67776;51292;0;0;77109;52303;151186;136696;70172;39530;65098;0;159488;75230;51343;49304;0;0;0;0;50068;90354;184563;63553;0;0;167191;0;0;52147;0;34364;0;48538;47105;0;0;45862;0;50054;67476;0;0;68969;66682;0;48814;69892;0;28571;0;0;40799;191608;0;0;0;0;0;0;0;0;188186;39315;0;0;0;0;0;37950;0;0;95559;34112;37824;0;69573;0;0;0;0;0;37194;0;0;0;0;0;0;0;0;0;31459;0;0;0;0;0;0;0;0;0;105725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81274;0;0;0;0;0;0;0;0;74051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34018;0;0;31758;30979;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnPc_3;1;FALSE Sample;380915;545669;595201;2150685;422126;920785;409762;539221;2687916;490680;318751;322384;252668;294595;3099810;1639822;2265098;325692;160922;322202;352275;332661;560685;438478;154887;140942;309684;919769;238782;147289;1926961;1418487;209837;130670;184340;57173;118443;71734;257016;119937;76786;394487;341767;50327;191632;0;0;111459;174749;46668;313134;88528;0;182830;394011;669185;176420;153437;129979;123492;263005;77808;80800;80478;192267;51168;151345;432615;262084;376256;373151;686457;207607;214153;104105;90626;205191;70654;82680;81223;66679;76295;63975;42677;53611;308436;56831;37664;0;85738;43017;32488;41543;0;34433;221465;70321;116615;188178;0;139969;283834;210905;38285;37634;0;0;0;0;73637;0;0;788935;2108044;311345;36686;0;119663;114422;0;0;83877;0;253894;259991;680014;289356;981036;323739;192645;0;0;35820;0;0;0;0;241304;656471;126186;0;0;0;160380;149336;223366;164118;0;0;0;78463;375976;106035;427724;573276;0;0;0;0;0;192893;0;86619;104308;302422;0;152704;0;138383;262989;63915;0;91110;75629;267820;87008;0;0;0;0;0;0;0;102331;0;108568;0;66858;145772;0;118946;122056;88248;0;90912;0;34310;0;60022;0;237318;200974;0;64078;0;0;0;0;0;232428;0;0;0;0;0;0;0;135204;130786;110383;0;0;0;0;73381;0;0;0;0;0;125429;0;71761;0;0;29048;0;0;0;0;116960;80799;73449;57751;0;0;0;0;98368;0;0;145805;0;0;0;0;0;54908;0;70097;44904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55706;0;0;0;0;0;0;0;0;0;0;0;75790;126009;0;0;0;88758;0;56803;92019;0;146842;0;0;73160;0;0;0;75518;0;0;0;186670;0;0;0;0;0;0;0;0;0;0;0;37381;26756;0;0;30524;60039;71502;78989;0;65768;0;0;0;0;0;0;0;0
HcnPc_4;2;FALSE Sample;328940;300251;328224;1173427;411920;925522;536248;628194;2609519;430747;246849;221529;182424;163047;1266127;657282;959166;228640;144588;273531;305057;244995;493945;385940;70611;138379;377625;1061304;159319;216086;397618;263633;143218;106489;197219;65755;86897;75838;176212;132694;72215;306072;123681;52097;79312;105682;29873;75031;152219;53418;154390;64195;94419;0;0;292461;0;114767;0;112608;0;69813;0;0;153067;0;189788;312290;163317;401956;385979;718463;205167;287794;111449;108511;0;87933;95768;211191;204715;195255;171949;117384;65116;258169;138680;105849;38702;108797;106956;87967;122894;66716;105000;195884;74629;126249;130926;53084;110668;217697;276338;114102;107208;67865;89048;0;86872;93568;60704;0;358839;956366;218325;70957;71297;78758;76632;75820;54981;74194;127172;164837;198429;381920;231400;426437;142339;94809;65554;51737;64863;64809;38026;101780;73641;118809;263165;79205;54976;45319;82266;166091;75972;99989;92211;39179;66020;67835;62918;90729;58277;95120;149798;35887;46580;66540;60632;0;100528;65870;61991;57715;65120;63802;69206;36056;71910;57420;56390;54015;0;221686;0;0;24384;51050;0;43843;56183;38374;0;0;0;0;29100;68744;0;53365;92951;59557;49215;24731;53111;0;27207;46020;0;0;0;0;0;0;0;42851;0;0;0;0;0;0;0;0;166852;0;37931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84000;0;0;0;0;0;0;0;48410;80237;49780;0;0;0;0;0;0;0;0;44243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26452;0;0;0;0;0;0;0;0;0;0;0;48175;0;0;0;0
HcnPs_1;1;FALSE Sample;279337;327610;350797;1255610;350943;776210;388778;481524;2053281;352005;230355;209103;201368;198134;1461654;768988;1048677;247423;125978;256344;279861;242669;475974;378670;126900;141603;301850;871039;174120;143121;416568;289250;162607;108921;162763;57603;152199;56211;264076;109990;59370;250457;150813;46154;112298;0;0;91172;143534;0;133227;97629;0;0;154144;0;0;108261;0;96436;0;66652;0;0;0;51983;142093;3099276;256111;303380;298632;547092;166359;226338;99700;83414;1384464;69638;68262;0;0;33833;0;0;44603;231004;0;0;0;87294;0;0;0;0;0;180060;51804;84247;204161;0;101246;226408;200219;0;0;0;0;360511;0;0;0;72302;659046;1723673;274311;0;0;89053;86571;0;0;70009;0;215923;243868;642568;269711;821405;328376;205725;0;0;0;0;0;0;0;241702;616594;110889;0;0;0;398162;146739;209023;154268;0;0;0;87504;345225;107130;489368;624614;0;0;0;0;0;0;0;87777;87368;253851;0;72908;0;203220;369550;55384;0;83735;0;242721;66176;0;0;0;0;0;0;0;100898;0;112216;0;0;0;0;95812;114231;77248;0;110594;0;33253;0;52408;0;0;0;0;0;59583;0;0;0;0;0;0;0;0;0;0;0;0;128621;106729;0;0;0;0;0;65411;0;0;0;0;0;0;0;71770;0;63634;33078;0;0;0;0;122505;76498;83475;45848;106156;0;0;0;97564;0;0;405966;102544;90746;0;0;0;50972;117113;96632;0;0;0;87018;0;0;172951;75057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76815;171776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219044;0;0;0;0;0;0;0;0;0;0;0;0;27100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HcnPs_2;4;FALSE Sample;243400;442940;440933;1604590;332766;744525;414166;847956;2394460;387126;179826;139668;242285;264518;2594422;1438354;1940115;295403;118578;263037;286205;234015;435076;333130;99208;141360;379897;1071631;203935;153065;1741251;1251210;187813;107987;219756;78132;73234;58148;113096;98490;64615;248822;327277;46855;0;96367;26521;100684;123837;64480;0;36425;90573;157535;275975;1391463;155841;0;142325;0;370389;0;0;84573;0;0;154412;2912039;137552;389808;375031;666382;297254;258155;123627;90599;1288759;85865;89528;122537;98334;121031;101907;56138;73512;107706;83026;58874;45256;100130;65745;50384;51995;36884;43660;190777;62356;113458;104661;28556;152940;121662;253713;49374;48313;32778;42909;325164;38890;84732;0;61510;243153;627027;174981;37650;0;93535;95453;42971;36424;94696;62737;136899;149211;228998;170024;248442;109243;66259;0;0;0;0;0;0;37497;0;80511;63189;0;0;0;0;0;0;82767;0;0;0;0;0;0;0;0;0;0;0;0;122944;258997;0;0;0;0;0;0;0;52060;67931;0;0;0;0;0;68152;0;0;37518;0;0;0;0;112462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104372;0;0;0;0;68883;0;0;117076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68131;0;0;0;0;0;0;0;0;0;0;0;82886;0;0;0;0;41922;0;0;0;0;0;230268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40051;0;0;0;0;0;0;0
HcnPs_3;3;FALSE Sample;679834;268461;282441;1030070;327890;719454;519410;509554;2087168;403658;286267;263383;169122;143760;952211;507077;692566;158918;153744;197209;214417;270282;517934;408389;149747;186685;370143;1003063;157358;180749;134751;85242;104041;128725;172988;76918;169454;79929;320834;188527;79092;226181;0;45636;128276;82062;29987;0;230713;44125;171859;62109;0;0;0;0;0;135382;0;73348;0;122248;611351;0;0;0;191451;3159309;144071;322137;322339;554417;119542;245023;107517;103612;2204486;87759;77399;140430;141947;120971;98474;92882;53453;119007;76049;82788;40821;92838;53931;66354;91367;53286;51193;143966;0;92108;122753;39511;0;151381;245620;58375;63139;46580;41528;364561;73017;76188;39397;73995;469238;1178126;238676;45172;49281;0;0;0;33796;0;103921;179148;207299;486477;256628;481521;187653;119100;46495;31020;40443;43343;27033;62698;47806;149650;351455;95265;38723;32883;60828;200528;88908;110876;102954;0;0;45850;0;236750;71110;287145;191068;0;0;47623;50200;105713;0;49798;72360;65655;159603;60582;119170;0;0;0;59858;54150;0;0;218336;0;0;0;0;36382;0;0;0;0;0;146810;0;0;156268;0;74375;76101;0;0;0;0;0;0;0;0;0;0;0;54662;80349;0;31021;0;0;0;0;0;0;0;167573;0;0;0;0;86653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60856;0;0;0;0;0;0;0;0;0;0;0;86352;67198;54470;65325;79132;0;0;53121;0;51541;0;0;0;0;0;0;0;0;46069;45849;0;0;0;33860;44070;0;0;0;0;72024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
